order_id,order_date,order_status,quantity_of_product_ordered,payment_method,voucher_value,review_rating,shipment_id,product_id,customer_id
89,2024-01-17,Shipped,8,Apple Pay,5.9,NULL,30,23,12505
90,2024-01-21,Processing,3,Google Pay,0.9,NULL,26,155,55250
90,2024-01-21,Processing,2,Google Pay,8.5,NULL,26,113,55250
90,2024-01-21,Processing,10,Google Pay,7.2,NULL,26,75,55250
91,2024-03-07,Returned,5,Mastercard,0.7,NULL,34,122,18566
91,2024-03-07,Returned,5,Mastercard,6.8,NULL,34,28,18566
91,2024-03-07,Returned,9,Mastercard,8.5,NULL,34,41,18566
91,2024-03-07,Returned,3,Mastercard,6.2,NULL,34,156,18566
91,2024-03-07,Returned,6,Mastercard,9.8,NULL,34,88,18566
91,2024-03-07,Returned,2,Mastercard,0.7,NULL,34,87,18566
92,2024-01-14,Paid,4,Visa,1.6,NULL,6,86,38520
92,2024-01-14,Paid,10,Visa,1.0,NULL,6,151,38520
92,2024-01-14,Paid,6,Visa,7.1,NULL,6,15,38520
92,2024-01-14,Paid,10,Visa,1.5,NULL,6,130,38520
93,2024-03-05,Returned,9,Apple Pay,6.4,NULL,32,104,72034
93,2024-03-05,Returned,3,Apple Pay,2.5,NULL,32,128,72034
93,2024-03-05,Returned,1,Apple Pay,0.7,NULL,32,51,72034
94,2024-01-05,Paid,9,Visa,4.3,NULL,42,10,42973
95,2024-03-05,Returned,1,Pay Pal,7.7,NULL,61,20,61179
95,2024-03-05,Returned,8,Pay Pal,1.5,NULL,61,137,61179
95,2024-03-05,Returned,10,Pay Pal,2.5,NULL,61,112,61179
95,2024-03-05,Returned,4,Pay Pal,6.6,NULL,61,133,61179
95,2024-03-05,Returned,7,Pay Pal,8.8,NULL,61,118,61179
95,2024-03-05,Returned,10,Pay Pal,5.2,NULL,61,34,61179
95,2024-03-05,Returned,10,Pay Pal,5.1,NULL,61,89,61179
96,2024-01-26,Shipped,1,Apple Pay,2.2,NULL,88,67,49462
96,2024-01-26,Shipped,2,Apple Pay,4.0,NULL,88,21,49462
97,2024-02-10,Processing,5,Mastercard,8.8,NULL,91,66,36096
98,2024-01-12,Paid,10,Apple Pay,9.2,NULL,9,30,90982
98,2024-01-12,Paid,2,Apple Pay,3.4,NULL,9,144,90982
98,2024-01-12,Paid,1,Apple Pay,8.3,NULL,9,55,90982
98,2024-01-12,Paid,7,Apple Pay,1.6,NULL,9,75,90982
98,2024-01-12,Paid,8,Apple Pay,1.0,NULL,9,50,90982
98,2024-01-12,Paid,5,Apple Pay,3.4,NULL,9,73,90982
98,2024-01-12,Paid,7,Apple Pay,3.8,NULL,9,58,90982
99,2024-02-15,Processing,5,Google Pay,4.2,NULL,75,124,46626
99,2024-02-15,Processing,1,Google Pay,9.3,NULL,75,103,46626
99,2024-02-15,Processing,1,Google Pay,1.7,NULL,75,17,46626
99,2024-02-15,Processing,9,Google Pay,8.5,NULL,75,153,46626
99,2024-02-15,Processing,9,Google Pay,4.1,NULL,75,112,46626
99,2024-02-15,Processing,10,Google Pay,0.6,NULL,75,2,46626
99,2024-02-15,Processing,3,Google Pay,3.5,NULL,75,40,46626
100,2024-02-07,Paid,8,Mastercard,1.8,NULL,62,154,10434
100,2024-02-07,Paid,2,Mastercard,2.1,NULL,62,93,10434
100,2024-02-07,Paid,4,Mastercard,1.6,NULL,62,95,10434
100,2024-02-07,Paid,9,Mastercard,8.7,NULL,62,5,10434
